         1148739 function calls (1092611 primitive calls) in 1.943 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/re.py:315(_compile_repl)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1394(__init__)
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/datamodel/models.py:82(load_from_data_pointer)
      177    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/np/numpy_support.py:378(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:496(__init__)
       98    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/values.py:615(__hash__)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pkg_resources/_vendor/pyparsing.py:644(__getattr__)
        7    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/cloudpickle/cloudpickle_fast.py:600(__init__)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/interpreter.py:321(__init__)
      101    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:939(__init__)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/base.py:1012(make_array)
      212    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/instructions.py:98(callee)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/tempfile.py:286(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:969(parse_template)
        3    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:633(op_JUMP_ABSOLUTE)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/optional.py:1(<module>)
      176    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/npydecl.py:62(<genexpr>)
        3    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/imputils.py:237(wrapper)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/datamodel/models.py:1198(__init__)
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/types/misc.py:123(__init__)
      446    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/binding/ffi.py:332(_dispose)
      215    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/bytecode.py:254(label_marker)
       48    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/scipy/linalg/lapack.py:866(backtickrepl)
      296    0.000    0.000    0.000    0.000 /usr/lib/python3.8/inspect.py:2845(parameters)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/builtins.py:95(generic)
      108    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/controlflow.py:132(set_entry_point)
      200    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/compiler_machinery.py:276(debug_print)
        4    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Compress' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/random.py:123(seed)
        3    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/rangeobj.py:19(make_range_iterator)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir_utils.py:2134(warn_deprecated)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/llvmpy/core.py:130(undef)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:1422(split_new_block)
        8    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir.py:1093(__init__)
       70    0.000    0.000    0.000    0.000 /usr/lib/python3.8/enum.py:28(_is_sunder)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
      261    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/values.py:1021(align)
      227    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/binding/value.py:119(is_global)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/scipy/sparse/_index.py:1(<module>)
       41    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/lowering.py:412(post_block)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:839(_dup_topx)
       10    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/event.py:179(unregister)
       16    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/datamodel/manager.py:16(register)
      133    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/templates.py:1261(Template)
        6    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir.py:513(static_getitem)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/interpreter.py:1552(op_INPLACE_RSHIFT)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/numbers.py:583(real_add_impl)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/tqdm/std.py:340(fp_write)
        7    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/builtins.py:129(none_equality)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/tqdm/std.py:579(<setcomp>)
      204    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir.py:265(get)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/numbers.py:1191(int_as_bool)
       43    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typeconv/typeconv.py:66(get_pointer)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/numbers.py:388(int_shr_impl)
      100    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/compiler_machinery.py:65(analysis)
      176    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/npydecl.py:118(<genexpr>)
        6    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/datamodel/models.py:531(<listcomp>)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/pprint.py:104(__init__)
       16    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/llvmpy/core.py:77(double)
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/dispatcher.py:374(get_overload)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f4cd247f4c0}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:677(__getitem__)
       30    0.000    0.000    0.000    0.000 /usr/lib/python3.8/textwrap.py:477(prefixed_lines)
      125    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:725(find_spec)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/lowering.py:125(pre_lower)
        4    0.000    0.000    0.000    0.000 <frozen zipimport>:63(__init__)
       82    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/np/npyimpl.py:450(_KernelImpl)
      133    0.000    0.000    0.000    0.000 /usr/lib/python3.8/inspect.py:72(isclass)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/tqdm/utils.py:273(_screen_shape_linux)
       19    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/values.py:685(_get_reference)
       42    0.000    0.000    0.000    0.000 /usr/lib/python3.8/enum.py:12(_is_descriptor)
       15    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/sigutils.py:43(check_type)
      8/4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir_utils.py:2165(resolve_mod)
      131    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/compiler.py:351(__setattr__)
        1    0.000    0.000    0.000    0.000 /home/seb/.vscode/extensions/ms-python.python-2021.10.1365161279/pythonFiles/lib/python/debugpy/_vendored/pydevd/_pydev_bundle/pydev_monkey.py:1110(pydev_start_new_thread)
      261    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/values.py:1030(dereferenceable)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typeinfer.py:242(<listcomp>)
       39    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/binding/ffi.py:347(__enter__)
        8    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/utils.py:249(enter)
      231    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:1523(backbone)
       60    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pkg_resources/_vendor/pyparsing.py:1351(preParse)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/tqdm/utils.py:153(__init__)
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/types/containers.py:290(__init__)
       94    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/analysis.py:607(rewrite_array_ndim)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/interpreter.py:1480(op_BINARY_ADD)
      303    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       47    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/bytecode.py:30(get_code_object)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/randomdecl.py:207(Numpy_normal)
       30    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/datamodel/models.py:496(<listcomp>)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ssa.py:155(<setcomp>)
      253    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:1542(<genexpr>)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/builtins.py:803(typer)
       60    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/itanium_mangler.py:109(_fix_lead_digit)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/cgutils.py:472(increment_index)
       92    0.000    0.000    0.000    0.000 {built-in method _ctypes.byref}
       18    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/listdecl.py:152(generic)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/np/arraymath.py:4116(_corr_conv_Mode)
       33    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pkg_resources/_vendor/pyparsing.py:411(__getitem__)
       15    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/interpreter.py:1698(op_RAISE_VARARGS)
       10    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ssa.py:184(_make_states)
      193    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/values.py:939(module)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.8/weakref.py:159(__setitem__)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/utils.py:354(__init__)
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:1168(op_LOAD_METHOD)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/types/scalars.py:100(__init__)
       21    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir.py:806(__str__)
      124    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/tokenize.py:295(detect_encoding)
       52    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/imputils.py:144(_decorate_getattr)
       12    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir.py:143(count_spaces)
       13    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/dispatcher.py:57(__len__)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pkg_resources/_vendor/pyparsing.py:2742(__str__)
      239    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:287(op_NOP)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/cmathdecl.py:44(Cmath_log)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/enum.py:833(__and__)
       78    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/base.py:1220(__init__)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/randomdecl.py:139(Random_randrange)
      193    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/numbers.py:826(real_ge_impl)
       12    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typeinfer.py:244(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/instructions.py:548(descr)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/cpu_options.py:112(_get_values)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/compiler.py:258(compile_result)
       80    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/itanium_mangler.py:100(<genexpr>)
      360    0.000    0.000    0.000    0.000 /usr/lib/python3.8/pprint.py:89(__init__)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/interpreter.py:1513(op_BINARY_AND)
        6    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/arraydecl.py:116(check_contiguity)
       21    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/builder.py:218(position_before)
