         1148739 function calls (1092611 primitive calls) in 1.943 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       17    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/imputils.py:329(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/iterators.py:1(<module>)
       45    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:1531(iterliveblocks)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typeinfer.py:960(__init__)
       14    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/values.py:601(_get_reference)
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/typeof.py:260(_typeof_nb_type)
      741    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        6    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numpy/lib/utils.py:130(_get_indent)
        3    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/inline_closurecall.py:938(_inline_arraycall)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/listdecl.py:30(ListAttribute)
      479    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/interpreter.py:644(current_scope)
     1012    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
       88    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/binding/common.py:4(_encode_string)
       41    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:1442(get_outgoing_edgepushed)
        7    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/sigutils.py:22(normalize_signature)
       36    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/enumdecl.py:48(generic)
       13    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:370(op_STORE_FAST)
       43    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/types.py:454(__eq__)
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/interpreter.py:1323(op_GET_ITER)
       16    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/types.py:509(<listcomp>)
       27    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/inline_closurecall.py:156(_inline_reduction)
       62    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir.py:960(__repr__)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/dictdecl.py:1(<module>)
      215    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/bytecode.py:67(__init__)
      607    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        8    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/templates.py:62(replace)
      217    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/lowering.py:703(<genexpr>)
      245    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir.py:259(define)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1520(path_hook_for_FileFinder)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/scipy/sparse/dok.py:1(<module>)
      201    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/templates.py:1022(__init__)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/scipy/linalg/decomp.py:16(<module>)
       34    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/datamodel/models.py:453(get_argument_type)
       54    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir.py:63(__str__)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pkg_resources/_vendor/pyparsing.py:2707(parseImpl)
      101    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/context.py:76(finditer)
        3    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/extending.py:243(overload_classmethod)
      811    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
       12    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/pythonapi.py:1312(get_null_object)
      123    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typeinfer.py:1113(propagate_refined_type)
      117    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pkg_resources/_vendor/pyparsing.py:363(__new__)
      289    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ssa.py:345(<listcomp>)
      105    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/types.py:170(__init__)
      216    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/registry.py:38(target_context)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/interpreter.py:396(_legalize_exception_vars)
        8    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/types.py:281(_format_double)
       39    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/llvmpy/core.py:81(pointer)
        3    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/base.py:811(<listcomp>)
      663    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/datamodel/models.py:132(has_nrt_meminfo)
       16    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/datamodel/models.py:332(__init__)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/transforms.py:326(rewrite_single_backedge)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pkg_resources/_vendor/pyparsing.py:1069(wrapper)
        3    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/dispatcher.py:339(add_overload)
      186    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:1325(push)
       48    0.000    0.000    0.000    0.000 /usr/lib/python3.8/ctypes/__init__.py:506(cast)
       78    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/base.py:1205(__getattr__)
      272    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir_utils.py:1518(require)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/controlflow.py:696(_find_in_loops)
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/numbers.py:1237(integer_to_integer)
     49/4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/controlflow.py:638(_dfs_rec)
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/interpreter.py:1501(op_BINARY_POWER)
       10    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir.py:496(getitem)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pkg_resources/_vendor/pyparsing.py:3465(parseImpl)
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/interpreter.py:1371(op_BUILD_TUPLE)
      419    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typeinfer.py:114(defined)
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/datamodel/models.py:435(__init__)
       45    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_collections_abc.py:719(__iter__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:878(__class_getitem__)
      215    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/bytecode.py:106(__repr__)
      258    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/types/misc.py:97(key)
      215    0.000    0.000    0.000    0.000 /usr/lib/python3.8/dis.py:419(_unpack_opargs)
       62    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir_utils.py:1855(is_operator_or_getitem)
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/interpreter.py:1865(op_LOAD_METHOD)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.8/textwrap.py:465(indent)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pkg_resources/_vendor/pyparsing.py:3945(__str__)
       36    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir.py:843(__str__)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.8/enum.py:478(_get_mixins_)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pkg_resources/_vendor/pyparsing.py:420(__setitem__)
       16    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/controlflow.py:78(_non_empty_items)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/builtins.py:292(int_impl)
      163    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:1329(pop)
     1005    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/dispatcher.py:327(nopython_signatures)
      334    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/datamodel/models.py:230(get_value_type)
       52    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/overload_glue.py:221(add_no_defer)
      472    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/debuginfo.py:70(mark_location)
       26    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/cgutils.py:1147(normalize_ir_text)
     17/8    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:174(getwidth)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.8/enum.py:510(_find_new_)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/tempfile.py:272(rng)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.8/contextlib.py:458(_push_cm_exit)
       41    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/inline_closurecall.py:1460(__init__)
       14    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/analysis.py:378(resolve_input_arg_const)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/np/npyimpl.py:466(<listcomp>)
      187    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/overload_glue.py:97(wrap_impl)
        7    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/cloudpickle/cloudpickle.py:195(_lookup_module_and_qualname)
       10    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/event.py:166(register)
       21    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/cpu.py:99(target_data)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/printimpl.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/builder.py:550(neg)
      577    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/types/abstract.py:154(is_precise)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pkg_resources/_vendor/pyparsing.py:755(copy)
       39    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:762(__setattr__)
      227    0.000    0.000    0.000    0.000 /usr/lib/python3.8/ntpath.py:34(_get_bothseps)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/scipy/sparse/coo.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir_utils.py:2155(resolve_func_from_module)
       12    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/datamodel/packer.py:190(unflatten)
      373    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir.py:826(get_targets)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/numbers.py:816(real_le_impl)
       17    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/types.py:547(__init__)
       24    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/builtins.py:544(generic)
       10    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/interpreter.py:1188(<listcomp>)
       24    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/collections.py:43(generic)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/np/polynomial.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numpy/core/getlimits.py:415(_init)
        6    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/templates.py:85(__hash__)
      372    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pkg_resources/_vendor/pyparsing.py:2153(__str__)
       41    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:148(<lambda>)
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/numbers.py:1272(float_to_integer)
       73    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typeinfer.py:562(__init__)
       13    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/dispatcher.py:46(__init__)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/types/misc.py:266(unify)
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/np/npyimpl.py:407(cast)
      134    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typeinfer.py:514(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/scipy/sparse/bsr.py:22(bsr_matrix)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:120(_type_check)
      154    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:233(__next)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:358(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/types/functions.py:638(__init__)
       88    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/templates.py:1303(<genexpr>)
      219    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir_utils.py:2339(is_setup_with)
       17    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/binding/ffi.py:264(__str__)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typeinfer.py:1030(seed_return)
        6    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/mathimpl.py:127(unary_math_intr)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir.py:488(getattr)
      533    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/types/misc.py:117(key)
       65    0.000    0.000    0.000    0.000 /usr/lib/python3.8/copyreg.py:90(__newobj__)
      374    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:1216(get_identity)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:342(op_LOAD_ATTR)
       12    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typeinfer.py:1382(<listcomp>)
        7    0.000    0.000    0.000    0.000 {built-in method numpy.array}
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:269(_module_repr)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/cpu.py:164(post_lowering)
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/interpreter.py:1528(op_INPLACE_MULTIPLY)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/numbers.py:427(int_negate_impl)
       22    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir_utils.py:354(replace_var_callback)
       26    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/datamodel/models.py:226(__init__)
        5    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:332(op_LOAD_DEREF)
      181    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:36(__init__)
      192    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/types.py:359(__getitem__)
        3    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/inline_closurecall.py:857(_find_arraycall)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:761(__init__)
      219    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir_utils.py:2355(is_pop_block)
      135    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typeinfer.py:139(append)
     1208    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/datamodel/models.py:902(__init__)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/numbers.py:400(int_and_impl)
        9    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typeinfer.py:1482(typeof_arg)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/tqdm/std.py:576(_get_free_pos)
      207    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/utils.py:238(top)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/typed/dictobject.py:59(Status)
       24    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/enumdecl.py:39(generic)
       81    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/base.py:1145(active_code_library)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/ctypes_utils.py:1(<module>)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.8/re.py:325(_subx)
        9    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir.py:533(phi)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/random.py:94(__init__)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/numbers.py:355(int_eq_impl)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/scipy/sparse/dia.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/datamodel/models.py:353(__init__)
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/dispatcher.py:111(default_handler)
      144    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/types.py:352(__init__)
       41    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/interpreter.py:43(__init__)
       27    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/inline_closurecall.py:254(_inline_closure)
       57    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/values.py:858(add)
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/dispatcher.py:858(_numba_type_)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typed_passes.py:120(legalize_return_type)
       41    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/inline_closurecall.py:1453(State)
      188    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/misc/llvm_pass_timings.py:285(record)
      199    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/utils.py:361(__getitem__)
      103    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/values.py:943(entry_basic_block)
      124    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/types.py:137(gep)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/dispatcher.py:329(<listcomp>)
      147    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:164(__getitem__)
      189    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/errors.py:325(termcolor)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/numbers.py:36(int_add_impl)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:856(op_DUP_TOP)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/typed/listobject.py:76(ListStatus)
       70    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/values.py:606(__eq__)
      140    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typeinfer.py:1216(<genexpr>)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pkg_resources/_vendor/pyparsing.py:668(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/interpreter.py:1522(op_INPLACE_ADD)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_collections_abc.py:870(__iter__)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/annotations/type_annotations.py:56(__init__)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/types.py:175(_to_string)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pkg_resources/_vendor/pyparsing.py:1441(tryParse)
        8    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/types.py:274(_format_float_as_hex)
       31    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/targetconfig.py:114(setter)
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:895(op_BUILD_TUPLE)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/numbers.py:325(int_sgt_impl)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/unicode_support.py:380(_PY_CTF)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/scipy/sparse/csc.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/types/scalars.py:108(can_convert_to)
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/datamodel/models.py:372(__init__)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.8/genericpath.py:69(commonprefix)
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/rewrites/static_raise.py:62(apply)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/runtime/context.py:1(<module>)
       12    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/cgutils.py:464(if_likely)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir.py:1327(__init__)
       13    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/datamodel/registry.py:9(wraps)
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/utils.py:579(unified_function_type)
        3    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/base.py:396(insert_user_function)
       70    0.000    0.000    0.000    0.000 /usr/lib/python3.8/enum.py:20(_is_dunder)
        2    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:1171(op_CALL_METHOD)
        5    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/datamodel/models.py:919(traverse)
      256    0.000    0.000    0.000    0.000 {built-in method _abc.get_cache_token}
      104    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/instructions.py:106(args)
        8    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/binding/ffi.py:373(__hash__)
      171    0.000    0.000    0.000    0.000 {method 'copy' of 'set' objects}
      104    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/types.py:518(gep)
      394    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/errors.py:234(__enter__)
       47    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/controlflow.py:427(dfs_rec)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.8/inspect.py:2627(args)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/controlflow.py:197(_exit_points)
      229    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/values.py:1117(is_terminated)
      176    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/npydecl.py:115(<listcomp>)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pkg_resources/_vendor/pyparsing.py:3508(__str__)
       22    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ssa.py:436(_stmt_index)
        4    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/lowering.py:761(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/interpreter.py:1444(op_UNARY_NEGATIVE)
